aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
128,江门,0.9,,2017-10-06,轻度污染,35,191,59,35,12,
140,江门,0.9,,2017-10-07,轻度污染,33,205,66,40,15,
51,江门,0.8,,2017-09-06,良,30,102,47,25,9,
45,江门,0.9,,2017-09-07,优,38,43,39,21,10,
42,江门,0.7,,2017-08-02,优,29,45,40,20,9,
41,江门,0.7,,2017-08-03,优,29,58,38,20,9,
40,江门,0.6,,2017-08-04,优,25,81,32,16,9,
42,江门,0.9,,2017-07-04,优,31,54,31,22,5,
41,江门,0.8,,2017-07-05,优,33,65,34,22,8,
33,江门,0.7,,2017-07-06,优,26,49,22,14,8,
23,江门,0.6,,2017-07-07,优,19,43,19,11,7,
41,江门,0.5,,2017-06-04,优,9,83,39,18,5,
32,江门,0.5,,2017-06-05,优,9,64,32,15,5,
37,江门,0.5,,2017-06-06,优,10,74,27,13,5,
46,江门,0.6,,2017-06-07,优,21,93,29,14,7,
29,江门,0.5,,2017-06-08,优,14,58,23,12,7,
34,江门,0.8,,2017-05-03,优,13,45,34,19,5,
40,江门,1,,2017-05-04,优,33,72,39,21,7,
81,江门,0.7,,2017-04-04,良,26,138,61,38,12,
65,江门,0.7,,2017-04-05,良,27,119,60,33,11,
56,江门,1,,2017-03-06,良,45,29,63,28,13,
68,江门,1,,2017-03-07,良,55,24,57,32,10,
62,江门,1,,2017-03-08,良,50,73,50,30,8,
76,江门,1.2,,2017-03-09,良,62,25,84,53,14,
56,江门,0.8,,2017-02-03,良,23,93,56,41,7,
71,江门,1,,2017-02-04,良,43,84,61,52,8,
50,江门,0.9,,2017-02-05,优,21,96,41,35,5,
51,江门,0.9,,2017-02-06,良,32,93,49,35,9,
89,江门,1,,2017-01-04,良,58,143,90,66,16,
135,江门,1.4,,2017-01-05,轻度污染,88,124,137,103,23,
112,江门,1.3,,2016-12-04,轻度污染,77,101,133,84,27,
125,江门,1.3,,2016-12-05,轻度污染,73,124,139,95,33,
73,江门,0.8,,2016-12-06,良,47,79,92,53,15,
104,江门,1,,2016-12-07,轻度污染,75,135,130,78,22,
44,江门,0.8,,2016-11-02,优,35,73,41,23,7,
57,江门,0.7,,2016-11-03,良,38,108,50,29,10,
64,江门,1,,2018-12-05,良,51,74,74,38,9,
66,江门,0.9,,2018-12-06,良,44,119,59,31,7,
43,江门,1,,2018-12-07,优,34,6,41,15,7,
80,江门,1,,2018-11-05,良,60,135,90,44,14,
143,江门,0.7,,2018-10-06,轻度污染,37,207,67,37,12,
176,江门,1,,2018-10-07,中度污染,52,241,100,60,15,
60,江门,0.6,,2018-09-04,良,14,112,35,18,5,
51,江门,0.6,,2018-09-05,良,14,101,35,19,5,
62,江门,0.7,,2018-09-06,良,24,114,46,23,6,
80,江门,0.9,,2018-09-07,良,30,135,45,26,6,
123,江门,1,,2018-08-07,轻度污染,37,185,69,37,9,
150,江门,1,,2018-08-08,轻度污染,40,215,60,31,9,
107,江门,0.6,,2018-08-09,轻度污染,23,167,37,21,7,
34,江门,0.7,,2018-08-10,优,27,56,23,11,5,
43,江门,0.9,,2018-08-11,优,34,50,27,12,4,
44,江门,0.9,,2018-08-12,优,36,52,28,15,5,
38,江门,0.5,,2018-07-04,优,11,69,36,16,6,
37,江门,0.6,,2018-07-05,优,14,51,34,13,6,
41,江门,0.7,,2018-07-06,优,21,55,37,14,6,
39,江门,0.7,,2018-07-07,优,28,44,37,15,8,
37,江门,0.7,,2018-06-07,优,29,64,22,12,5,
39,江门,0.7,,2018-06-08,优,13,77,19,10,6,
40,江门,0.7,,2018-06-09,优,21,79,30,13,9,
139,江门,1,,2018-06-10,轻度污染,26,202,62,30,11,
38,江门,0.5,,2018-05-06,优,14,60,38,17,7,
29,江门,0.5,,2018-05-07,优,15,58,26,11,6,
57,江门,0.8,,2018-05-08,良,45,59,44,21,9,
64,江门,1,,2018-05-09,良,51,68,47,28,10,
48,江门,0.8,,2018-05-10,优,38,83,44,23,8,
51,江门,0.7,,2018-05-11,良,30,70,51,24,8,
82,江门,0.6,,2018-04-07,良,34,85,113,28,10,
140,江门,0.8,,2018-04-08,轻度污染,50,203,116,49,16,
94,江门,0.8,,2018-04-09,良,31,152,101,51,12,
51,江门,0.9,,2018-03-06,良,37,49,51,27,10,
40,江门,0.7,,2018-03-07,优,29,79,37,19,9,
37,江门,0.7,,2018-03-08,优,29,41,16,8,6,
65,江门,0.8,,2018-03-09,良,38,117,46,22,7,
127,江门,0.9,,2018-03-10,轻度污染,56,189,76,54,14,
99,江门,0.7,,2018-02-07,良,79,36,81,57,12,
72,江门,0.6,,2018-02-08,良,45,102,67,52,13,
97,江门,0.8,,2018-02-09,良,77,39,87,69,11,
52,江门,1.2,,2018-01-06,良,41,3,28,21,5,
57,江门,1,,2018-01-07,良,45,10,31,24,7,
42,江门,0.9,,2018-01-08,优,33,21,16,12,4,
130,江门,1.4,,2017-12-07,轻度污染,114,0,145,96,22,
110,江门,1,,2017-12-08,轻度污染,48,0,94,58,19,
72,江门,0.7,,2017-12-09,良,62,0,103,74,17,
142,江门,1.4,,2017-12-10,轻度污染,88,0,151,111,30,
107,江门,1,,2017-12-11,轻度污染,61,0,90,59,22,
75,江门,0.9,,2017-11-07,良,37,33,62,55,6,
45,江门,0.8,,2017-11-08,优,35,24,44,28,9,
76,江门,1,,2017-11-09,良,49,124,87,57,15,
122,江门,1.4,,2017-11-10,轻度污染,76,185,150,86,26,
108,江门,1.4,,2017-11-11,轻度污染,68,161,137,82,26,
105,江门,0.9,,2017-10-08,轻度污染,32,166,61,36,12,
85,江门,1,,2017-10-09,良,41,143,54,31,13,
91,江门,1,,2017-10-10,良,42,150,51,26,15,
108,江门,1,,2017-10-11,轻度污染,37,169,56,28,14,
108,江门,1,,2017-10-12,轻度污染,36,169,61,29,13,
49,江门,1,,2017-09-08,优,35,81,47,28,12,
43,江门,0.6,,2017-08-05,优,21,86,38,19,8,
49,江门,0.5,,2017-08-06,优,16,98,34,18,8,
40,江门,0.4,,2017-08-07,优,10,80,24,13,7,
39,江门,0.5,,2017-08-08,优,16,52,34,13,7,
25,江门,0.6,,2017-07-08,优,15,43,24,13,5,
28,江门,0.5,,2017-07-09,优,9,50,28,13,4,
28,江门,0.5,,2017-07-10,优,10,50,28,14,5,
32,江门,0.6,,2017-07-11,优,17,65,26,13,6,
27,江门,0.6,,2017-06-09,优,19,50,26,13,8,
35,江门,0.6,,2017-06-10,优,14,70,25,13,7,
59,江门,0.6,,2017-06-11,良,12,111,27,15,9,
200,江门,1.1,,2017-05-05,中度污染,45,265,76,40,16,
201,江门,1.2,,2017-05-06,重度污染,46,274,122,78,19,
105,江门,0.8,,2017-05-07,轻度污染,17,166,63,42,8,
40,江门,0.7,,2017-05-08,优,15,77,36,24,6,
86,江门,1,,2017-05-09,良,39,144,72,40,9,
173,江门,1.2,,2017-05-10,中度污染,36,238,116,67,13,
55,江门,0.9,,2017-04-06,良,38,45,59,37,11,
51,江门,0.8,,2017-04-07,良,24,72,53,31,10,
38,江门,0.7,,2017-04-08,优,19,41,38,23,8,
97,江门,1.7,,2017-03-10,良,77,8,97,55,14,
81,江门,1.6,,2017-03-11,良,66,4,50,40,12,
82,江门,1.3,,2017-03-12,良,65,29,70,46,12,
59,江门,1.1,,2017-03-13,良,26,67,66,37,9,
62,江门,0.8,,2017-02-07,良,28,102,73,45,10,
52,江门,0.9,,2017-02-08,良,37,67,49,34,9,
44,江门,0.8,,2017-02-09,优,19,89,38,25,8,
82,江门,0.9,,2017-02-10,良,26,97,75,60,15,
202,江门,1.7,,2017-01-06,重度污染,94,210,173,130,19,
81,江门,0.8,,2017-01-07,良,48,100,78,59,15,
106,江门,1.5,,2017-01-08,轻度污染,66,165,115,79,15,
71,江门,1.6,,2017-01-09,良,57,114,73,49,13,
103,江门,0.9,,2016-12-08,轻度污染,85,99,116,70,21,
117,江门,1.3,,2016-12-09,轻度污染,99,114,140,88,28,
132,江门,1.4,,2016-12-10,轻度污染,108,94,153,100,29,
115,江门,1,,2016-12-11,轻度污染,67,130,122,87,20,
99,江门,1,,2016-11-04,良,62,158,91,53,17,
129,江门,1,,2016-11-05,轻度污染,59,191,121,87,22,
94,江门,0.9,,2016-11-06,良,47,152,90,66,16,
93,江门,0.9,,2016-11-07,良,42,151,85,58,13,
65,江门,1.1,,2016-11-08,良,48,59,79,46,15,
39,江门,0.7,,2018-12-08,优,31,13,30,10,4,
35,江门,0.9,,2018-12-09,优,28,8,29,13,4,
44,江门,1,,2018-12-10,优,32,9,44,25,6,
40,江门,1,,2018-12-11,优,29,16,40,22,8,
38,江门,1,,2018-12-12,优,29,13,38,24,5,
49,江门,1,,2018-12-13,优,39,22,48,31,7,
113,江门,0.7,,2018-11-06,轻度污染,35,174,59,28,8,
101,江门,1,,2018-11-07,轻度污染,49,161,89,48,11,
56,江门,0.9,,2018-11-08,良,40,107,61,28,11,
79,江门,1,,2018-11-09,良,63,93,70,34,12,
102,江门,1.4,,2018-11-10,轻度污染,83,38,121,63,11,
68,江门,1.2,,2018-11-11,良,49,116,86,46,9,
164,江门,0.9,,2018-10-08,中度污染,22,229,81,50,11,
139,江门,0.7,,2018-10-09,轻度污染,18,202,68,39,10,
59,江门,1,,2018-10-10,良,31,69,63,42,7,
49,江门,1,,2018-10-11,优,32,98,42,22,7,
58,江门,1,,2018-10-12,良,46,95,61,35,8,
83,江门,1,,2018-10-13,良,66,87,75,42,15,
62,江门,0.9,,2018-10-14,良,44,95,75,37,10,
52,江门,0.9,,2018-09-08,良,23,102,41,24,6,
120,江门,0.7,,2018-09-09,轻度污染,28,181,56,32,7,
95,江门,1,,2018-09-10,良,33,153,58,32,9,
140,江门,0.9,,2018-09-11,轻度污染,38,204,68,35,11,
99,江门,0.7,,2018-09-12,良,33,158,58,35,11,
41,江门,0.6,,2018-09-13,优,24,82,28,16,6,
84,江门,0.9,,2018-09-14,良,35,140,58,27,8,
126,江门,1,,2018-08-13,轻度污染,33,188,42,23,7,
56,江门,0.9,,2018-08-14,良,32,107,35,21,7,
50,江门,0.9,,2018-08-15,优,22,100,28,20,5,
43,江门,1,,2018-08-16,优,34,71,34,20,5,
40,江门,1,,2018-08-17,优,28,75,34,21,6,
44,江门,1,,2018-08-18,优,22,86,41,21,5,
46,江门,1,,2018-08-19,优,25,92,37,21,5,
94,江门,1.2,,2018-08-20,良,27,152,57,30,6,
43,江门,0.7,,2018-07-08,优,32,80,39,23,11,
41,江门,0.6,,2018-07-09,优,26,82,32,15,10,
107,江门,0.6,,2018-07-10,轻度污染,24,167,41,17,9,
99,江门,0.6,,2018-07-11,良,17,158,46,25,7,
58,江门,0.6,,2018-07-12,良,15,109,23,14,6,
29,江门,0.6,,2018-07-13,优,22,57,16,9,5,
28,江门,0.6,,2018-07-14,优,22,30,20,9,5,
28,江门,0.6,,2018-07-15,优,22,37,21,9,7,
203,江门,1,,2018-06-11,重度污染,36,279,82,46,16,
105,江门,0.7,,2018-06-12,轻度污染,16,165,36,24,9,
55,江门,1,,2018-06-13,良,35,46,34,17,6,
114,江门,0.7,,2018-06-14,轻度污染,29,175,37,20,9,
90,江门,0.7,,2018-06-15,良,30,147,38,20,9,
141,江门,0.7,,2018-06-16,轻度污染,31,205,47,20,13,
201,江门,0.7,,2018-06-17,重度污染,26,270,62,32,14,
77,江门,0.6,,2018-06-18,良,10,132,34,23,9,
50,江门,0.6,,2018-05-12,优,20,76,50,24,9,
40,江门,0.7,,2018-05-13,优,23,73,40,19,8,
39,江门,0.6,,2018-05-14,优,17,77,32,17,7,
35,江门,0.5,,2018-05-15,优,13,69,27,14,7,
33,江门,0.5,,2018-05-16,优,13,66,28,15,8,
29,江门,0.6,,2018-05-17,优,14,57,29,14,7,
40,江门,0.6,,2018-05-18,优,14,80,32,16,8,
48,江门,0.6,,2018-05-19,优,14,95,32,17,8,
73,江门,0.7,,2018-04-10,良,18,127,61,32,10,
53,江门,0.7,,2018-04-11,良,19,78,55,29,11,
34,江门,0.5,,2018-04-12,优,14,49,34,17,7,
31,江门,0.5,,2018-04-13,优,12,49,31,17,7,
30,江门,0.6,,2018-04-14,优,19,42,30,16,8,
38,江门,0.7,,2018-04-15,优,30,39,36,15,8,
59,江门,0.7,,2018-04-16,良,45,39,68,27,8,
95,江门,0.8,,2018-04-17,良,51,153,106,49,13,
86,江门,0.9,,2018-04-18,良,47,143,92,55,16,
87,江门,0.8,,2018-04-19,良,36,144,76,39,13,
74,江门,0.7,,2018-03-11,良,41,128,53,33,11,
71,江门,0.7,,2018-03-12,良,34,125,53,34,11,
66,江门,0.6,,2018-03-13,良,24,119,48,31,10,
50,江门,0.6,,2018-03-14,优,35,60,50,33,11,
63,江门,1,,2018-03-15,良,50,69,66,40,10,
119,江门,0.9,,2018-03-16,轻度污染,40,180,87,54,13,
48,江门,0.6,,2018-03-17,优,25,90,48,31,9,
48,江门,0.6,,2018-03-18,优,22,96,48,27,8,
51,江门,0.7,,2018-03-19,良,26,53,52,30,8,
100,江门,0.7,,2018-02-10,良,48,78,90,75,8,
87,江门,0.7,,2018-02-11,良,28,108,78,64,8,
68,江门,0.6,,2018-02-12,良,24,121,72,46,7,
87,江门,0.6,,2018-02-13,良,29,144,89,46,12,
70,江门,0.6,,2018-02-14,良,26,124,69,37,8,
60,江门,0.6,,2018-02-15,良,18,111,66,38,8,
70,江门,0.7,,2018-02-16,良,20,107,69,51,7,
74,江门,0.7,,2018-02-17,良,23,74,65,54,7,
53,江门,0.6,,2018-02-18,良,23,84,53,37,8,
50,江门,1.1,,2018-01-09,优,39,45,48,35,8,
60,江门,0.8,,2018-01-10,良,48,45,52,31,11,
68,江门,0.7,,2018-01-11,良,54,75,49,28,11,
73,江门,0.8,,2018-01-12,良,58,78,52,30,10,
92,江门,1,,2018-01-13,良,73,100,78,50,18,
97,江门,1,,2018-01-14,良,77,134,100,71,18,
120,江门,1.3,,2018-01-15,轻度污染,86,140,120,91,20,
109,江门,1.1,,2018-01-16,轻度污染,91,156,111,82,15,
108,江门,1.4,,2017-12-12,轻度污染,94,0,117,68,26,
129,江门,1.2,,2017-12-13,轻度污染,107,45,150,98,34,
98,江门,1.2,,2017-12-14,良,72,27,102,73,18,
65,江门,1.2,,2017-12-15,良,52,19,61,38,17,
40,江门,1,,2017-12-16,优,32,27,38,14,9,
52,江门,0.9,,2017-12-17,良,30,58,51,36,9,
67,江门,0.9,,2017-12-18,良,36,81,67,48,14,
58,江门,0.7,,2017-12-19,良,33,94,64,40,15,
53,江门,0.5,,2017-12-20,良,41,81,56,31,15,
80,江门,0.9,,2017-12-21,良,64,76,67,39,15,
82,江门,1.1,,2017-11-12,良,46,134,95,60,17,
50,江门,1.1,,2017-11-13,优,41,41,42,29,10,
66,江门,1.2,,2017-11-14,良,54,22,48,35,10,
58,江门,1.3,,2017-11-15,良,46,5,44,30,8,
64,江门,1.2,,2017-11-16,良,39,117,69,40,16,
58,江门,1,,2017-11-17,良,33,63,63,37,14,
48,江门,1.2,,2017-11-18,优,34,29,47,23,10,
45,江门,1.1,,2017-11-19,优,36,24,36,11,7,
111,江门,1,,2017-10-13,轻度污染,37,173,49,18,12,
44,江门,0.9,,2017-10-14,优,33,71,43,19,11,
33,江门,0.8,,2017-10-15,优,27,52,25,14,7,
43,江门,0.9,,2017-10-16,优,36,27,18,15,6,
53,江门,1,,2017-10-17,良,44,61,33,17,9,
87,江门,1,,2017-10-18,良,43,145,44,24,12,
46,江门,1,,2017-10-19,优,37,80,36,17,10,
75,江门,0.9,,2017-10-20,良,32,130,37,19,9,
74,江门,0.9,,2017-10-21,良,32,129,41,21,10,
36,江门,0.7,,2017-09-09,优,21,70,33,18,9,
25,江门,0.6,,2017-09-10,优,15,50,24,13,8,
55,江门,0.6,,2017-09-11,良,18,107,34,19,9,
181,江门,0.8,,2017-09-12,中度污染,31,246,61,29,12,
111,江门,1,,2017-09-13,轻度污染,36,173,55,38,12,
115,江门,0.9,,2017-09-14,轻度污染,33,177,53,31,12,
35,江门,0.5,,2017-08-09,优,20,52,34,15,8,
37,江门,0.5,,2017-08-10,优,19,49,37,16,7,
36,江门,0.5,,2017-08-11,优,14,58,35,15,6,
33,江门,0.4,,2017-08-12,优,11,59,32,15,7,
34,江门,0.4,,2017-08-13,优,11,52,31,14,7,
33,江门,0.4,,2017-08-14,优,13,66,29,14,7,
29,江门,0.4,,2017-08-15,优,15,50,27,11,8,
27,江门,0.5,,2017-08-16,优,16,55,26,12,6,
42,江门,0.5,,2017-08-17,优,22,84,34,16,8,
47,江门,0.6,,2017-07-12,优,22,94,31,17,9,
48,江门,0.6,,2017-07-13,优,24,96,36,18,9,
31,江门,0.6,,2017-07-14,优,19,62,23,12,9,
29,江门,0.5,,2017-07-15,优,22,58,21,9,9,
35,江门,0.7,,2017-07-16,优,28,22,22,10,9,
34,江门,0.5,,2017-07-17,优,22,68,22,12,11,
27,江门,0.5,,2017-07-18,优,23,31,18,9,6,
38,江门,0.6,,2017-07-19,优,30,29,30,16,9,
51,江门,0.9,,2017-07-20,良,31,64,47,25,10,
40,江门,0.6,,2017-06-12,优,29,80,34,17,10,
33,江门,0.6,,2017-06-13,优,19,63,30,17,8,
34,江门,0.7,,2017-06-14,优,19,60,33,15,6,
38,江门,0.6,,2017-06-15,优,13,56,39,19,6,
30,江门,0.6,,2017-06-16,优,13,58,28,14,5,
106,江门,0.9,,2017-05-11,轻度污染,13,167,91,49,11,
55,江门,0.7,,2017-05-12,良,17,106,35,22,9,
52,江门,0.9,,2017-05-13,良,39,46,54,27,13,
86,江门,0.9,,2017-05-14,良,28,144,56,35,11,
24,江门,0.7,,2017-05-15,优,18,39,21,15,6,
112,江门,0.8,,2017-05-16,轻度污染,30,174,37,16,8,
179,江门,1.1,,2017-05-17,中度污染,52,244,93,56,18,
132,江门,0.8,,2017-05-18,轻度污染,27,196,58,39,12,
99,江门,0.9,,2017-05-19,良,48,159,65,39,18,
35,江门,0.6,,2017-04-09,优,15,52,34,18,7,
39,江门,0.6,,2017-04-10,优,16,35,40,18,9,
55,江门,0.9,,2017-04-11,良,37,23,56,31,10,
55,江门,1,,2017-04-12,良,44,12,42,20,12,
68,江门,1,,2017-04-13,良,56,44,61,34,13,
87,江门,1.3,,2017-04-14,良,68,106,98,60,21,
54,江门,0.9,,2017-04-15,良,26,105,56,33,11,
51,江门,0.8,,2017-04-16,良,22,101,47,31,10,
73,江门,0.8,,2017-04-17,良,19,128,48,27,10,
96,江门,0.8,,2017-04-18,良,27,156,65,37,11,
56,江门,1.1,,2017-03-14,良,46,16,52,26,10,
82,江门,1.3,,2017-03-15,良,67,13,101,50,17,
105,江门,1.5,,2017-03-16,轻度污染,90,14,146,70,24,
88,江门,1.5,,2017-03-17,良,72,20,119,65,15,
75,江门,1.2,,2017-03-18,良,60,39,63,42,13,
62,江门,1.1,,2017-03-19,良,49,32,42,31,9,
58,江门,1,,2017-03-20,良,39,81,64,38,13,
75,江门,1.2,,2017-03-21,良,53,89,98,50,15,
56,江门,1,,2017-03-22,良,47,64,51,33,10,
80,江门,1.1,,2017-03-23,良,62,88,95,52,15,
75,江门,0.9,,2017-02-11,良,31,113,69,56,11,
80,江门,1,,2017-02-12,良,45,126,83,60,19,
103,江门,1.2,,2017-02-13,轻度污染,59,156,101,75,19,
112,江门,0.9,,2017-02-14,轻度污染,50,174,78,53,16,
91,江门,0.9,,2017-02-15,良,47,150,69,41,16,
89,江门,0.9,,2017-02-16,良,32,147,58,35,14,
120,江门,1.1,,2017-02-17,轻度污染,44,183,71,37,19,
156,江门,1.1,,2017-02-18,中度污染,48,221,88,46,16,
58,江门,0.8,,2017-02-19,良,29,110,65,38,10,
85,江门,1.1,,2017-01-10,良,49,90,87,63,12,
91,江门,1.3,,2017-01-11,良,59,51,103,68,15,
63,江门,1.4,,2017-01-12,良,43,10,62,45,8,
46,江门,1.3,,2017-01-13,优,37,16,23,17,4,
55,江门,1.2,,2017-01-14,良,44,24,37,25,4,
50,江门,1.2,,2017-01-15,优,40,16,40,29,6,
57,江门,1.2,,2017-01-16,良,46,18,41,34,5,
60,江门,1.2,,2017-01-17,良,47,13,52,42,6,
75,江门,1.4,,2017-01-18,良,61,22,69,46,10,
58,江门,0.7,,2016-12-12,良,45,84,66,38,12,
87,江门,1.1,,2016-12-13,良,69,77,91,58,15,
59,江门,1.1,,2016-12-14,良,43,71,67,41,11,
52,江门,1,,2016-12-15,良,41,83,52,30,10,
57,江门,0.7,,2016-12-16,良,44,78,63,37,9,
104,江门,1,,2016-12-17,轻度污染,88,105,104,58,20,
102,江门,1.1,,2016-12-18,轻度污染,84,148,113,70,23,
89,江门,0.9,,2016-12-19,良,71,136,80,49,19,
104,江门,1.2,,2016-12-20,轻度污染,88,94,103,61,21,
58,江门,1,,2016-11-09,良,46,33,45,25,8,
52,江门,0.8,,2016-11-10,良,41,12,27,17,5,
75,江门,0.9,,2016-11-11,良,60,23,64,39,8,
132,江门,1.8,,2016-11-12,轻度污染,95,117,154,100,25,
115,江门,1.5,,2016-11-13,轻度污染,54,83,120,87,20,
81,江门,1.3,,2016-11-14,良,51,137,87,54,15,
206,江门,1.5,,2016-11-15,重度污染,61,296,138,99,21,
70,江门,0.8,,2016-11-16,良,25,123,75,51,12,
106,江门,1,,2016-11-17,轻度污染,43,166,98,64,16,
57,江门,1,,2018-12-14,良,45,34,50,33,7,
63,江门,1.2,,2018-12-15,良,50,67,66,42,10,
49,江门,1.2,,2018-12-16,优,36,43,49,31,6,
154,江门,1,,2018-11-12,中度污染,46,219,99,51,10,
78,江门,0.9,,2018-11-13,良,41,133,56,28,11,
54,江门,0.6,,2018-11-14,良,29,104,46,26,9,
50,江门,0.6,,2018-11-15,优,27,72,50,24,8,
53,江门,1,,2018-11-16,良,42,23,50,24,8,
44,江门,0.9,,2018-10-15,优,28,64,44,24,6,
45,江门,1,,2018-10-16,优,36,83,42,18,8,
55,江门,1,,2018-10-17,良,44,28,37,18,7,
54,江门,1,,2018-10-18,良,43,37,44,22,9,
82,江门,0.6,,2018-09-15,良,20,138,51,29,7,
42,江门,0.5,,2018-09-16,优,6,60,32,13,4,
28,江门,0.5,,2018-09-17,优,7,55,26,9,4,
175,江门,1,,2018-08-21,中度污染,25,240,71,37,7,
121,江门,0.9,,2018-08-22,轻度污染,24,183,40,22,7,
80,江门,0.9,,2018-08-23,良,20,136,49,24,6,
204,江门,1,,2018-08-24,重度污染,26,284,74,47,9,
37,江门,0.7,,2018-07-16,优,26,73,32,14,7,
141,江门,0.9,,2018-07-17,轻度污染,32,205,58,26,10,
28,江门,0.6,,2018-07-18,优,22,41,22,13,5,
32,江门,0.5,,2018-06-19,优,13,63,30,13,7,
40,江门,0.6,,2018-06-20,优,16,70,37,14,6,
41,江门,0.6,,2018-06-21,优,14,81,38,16,6,
41,江门,0.5,,2018-05-20,优,11,81,29,16,7,
42,江门,0.5,,2018-05-21,优,15,83,31,14,9,
62,江门,0.6,,2018-05-22,良,13,114,28,13,10,
118,江门,0.6,,2018-05-23,轻度污染,14,179,38,18,10,
57,江门,0.7,,2018-04-20,良,27,96,64,32,11,
52,江门,0.6,,2018-04-21,良,21,80,54,25,9,
60,江门,0.7,,2018-03-20,良,25,111,26,10,8,
80,江门,0.7,,2018-03-21,良,38,135,42,19,11,
113,江门,0.7,,2018-03-22,轻度污染,56,174,63,39,15,
53,江门,0.6,,2018-02-19,良,18,103,40,33,8,
40,江门,0.7,,2018-02-20,优,17,78,38,28,8,
48,江门,0.8,,2018-02-21,优,20,51,45,33,5,
152,江门,1.5,,2018-01-17,中度污染,100,187,155,116,20,
109,江门,1.4,,2017-12-22,轻度污染,93,122,122,82,23,
176,江门,1.5,,2017-12-23,中度污染,150,88,186,133,30,
43,江门,1,,2017-11-20,优,36,10,31,15,10,
52,江门,0.9,,2017-11-21,良,42,26,39,22,12,
45,江门,0.9,,2017-11-22,优,34,33,44,26,13,
86,江门,1,,2017-10-22,良,45,144,62,34,12,
163,江门,1.1,,2017-10-23,中度污染,52,228,86,59,14,
166,江门,1.1,,2017-10-24,中度污染,65,231,108,80,20,
200,江门,1.2,,2017-10-25,中度污染,56,270,129,103,17,
161,江门,1.1,,2017-09-15,中度污染,47,226,74,43,17,
202,江门,1.2,,2017-09-16,重度污染,49,281,101,57,22,
193,江门,1,,2017-09-17,中度污染,29,258,86,53,20,
176,江门,1.3,,2017-09-18,中度污染,37,241,107,70,19,
80,江门,0.5,,2017-08-18,良,21,137,39,21,10,
65,江门,0.4,,2017-08-19,良,19,119,34,16,12,
56,江门,0.4,,2017-08-20,良,19,108,30,15,8,
51,江门,0.7,,2017-07-21,良,28,102,43,29,9,
87,江门,0.6,,2017-07-22,良,33,145,45,22,14,
36,江门,0.6,,2017-07-23,优,29,46,33,18,8,
41,江门,0.7,,2017-06-17,优,33,28,27,15,6,
47,江门,0.9,,2017-06-18,优,38,56,41,25,6,
66,江门,0.9,,2017-05-20,良,53,89,67,43,14,
53,江门,0.8,,2017-05-21,良,43,78,35,24,12,
53,江门,0.8,,2017-05-22,良,43,40,32,21,11,
54,江门,0.8,,2017-04-19,良,34,83,55,34,12,
44,江门,0.8,,2017-04-20,优,22,65,41,25,7,
39,江门,0.7,,2017-04-21,优,22,77,38,21,7,
58,江门,0.7,,2017-04-22,良,39,110,56,20,9,
91,江门,1,,2017-04-23,良,73,33,81,45,15,
60,江门,0.8,,2017-03-24,良,26,113,51,30,10,
44,江门,1,,2017-03-25,优,35,41,42,22,9,
55,江门,0.8,,2017-03-26,良,45,68,63,22,11,
80,江门,1,,2017-03-27,良,64,119,91,43,21,
77,江门,1,,2017-03-28,良,45,133,99,49,14,
66,江门,0.9,,2017-03-29,良,38,100,82,45,14,
67,江门,1.1,,2017-02-20,良,49,121,81,40,17,
50,江门,0.9,,2017-02-21,优,35,65,48,25,10,
51,江门,0.9,,2017-02-22,良,41,46,45,23,12,
43,江门,0.9,,2017-02-23,优,36,19,42,16,9,
48,江门,0.9,,2017-02-24,优,39,39,41,21,8,
56,江门,1.2,,2017-01-19,良,40,19,58,40,8,
38,江门,1,,2017-01-20,优,31,76,34,22,6,
72,江门,0.9,,2017-01-21,良,32,121,76,54,8,
67,江门,0.9,,2017-01-22,良,37,105,76,49,10,
72,江门,1,,2017-01-23,良,50,110,82,54,10,
138,江门,1.4,,2016-12-21,轻度污染,111,71,134,105,18,
73,江门,1.2,,2016-12-22,良,55,114,61,53,11,
83,江门,1.4,,2016-12-23,良,66,63,66,41,10,
92,江门,1.2,,2016-12-24,良,73,44,92,58,13,
130,江门,1.3,,2016-11-18,轻度污染,65,130,136,99,19,
69,江门,0.9,,2016-11-19,良,50,66,74,50,16,
57,江门,0.8,,2016-11-20,良,44,65,64,38,18,
59,江门,0.8,,2016-11-21,良,47,35,59,32,15,
60,江门,1,,2018-12-17,良,48,75,53,26,7,
89,江门,1,,2018-12-18,良,71,100,77,46,12,
73,江门,1,,2018-12-19,良,58,92,85,50,9,
60,江门,0.7,,2018-12-20,良,35,75,70,41,7,
53,江门,0.7,,2018-12-21,良,29,73,56,31,6,
85,江门,0.7,,2018-12-22,良,46,142,68,36,9,
55,江门,1,,2018-12-23,良,43,40,59,33,7,
55,江门,1.2,,2018-11-17,良,44,7,58,25,7,
95,江门,1.4,,2018-11-18,良,60,22,139,48,11,
50,江门,1,,2018-11-19,优,40,70,44,17,9,
88,江门,1.2,,2018-11-20,良,70,18,84,36,14,
85,江门,1.4,,2018-11-21,良,68,38,114,46,14,
68,江门,1,,2018-10-19,良,54,121,70,36,13,
59,江门,1,,2018-10-20,良,47,85,66,34,9,
70,江门,0.6,,2018-10-21,良,20,124,50,25,8,
62,江门,0.7,,2018-10-22,良,29,114,66,27,9,
