aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
73,温州,0.9,,2018-11-25,良,58,9,79,36,8,
65,温州,1,,2018-11-26,良,52,22,53,29,7,
85,温州,0.7,,2018-10-18,良,30,142,57,32,8,
55,温州,0.6,,2018-10-19,良,25,105,41,19,7,
54,温州,0.6,,2018-10-20,良,41,92,57,28,8,
52,温州,0.6,,2018-10-21,良,34,98,54,27,8,
62,温州,0.9,,2018-10-22,良,49,24,60,33,8,
47,温州,1,,2018-10-23,优,37,65,43,22,8,
65,温州,0.7,,2018-10-24,良,32,118,50,27,8,
64,温州,0.9,,2018-10-25,良,45,100,78,44,10,
67,温州,0.9,,2018-10-26,良,53,67,73,35,8,
36,温州,0.6,,2018-09-13,优,28,71,31,16,6,
39,温州,0.5,,2018-09-14,优,19,78,36,18,7,
42,温州,0.7,,2018-08-12,优,18,84,42,27,6,
43,温州,0.7,,2018-08-13,优,16,86,30,19,6,
21,温州,0.5,,2018-08-14,优,10,39,20,7,5,
37,温州,0.6,,2018-08-15,优,20,73,29,13,6,
42,温州,0.7,,2018-08-16,优,24,78,43,22,6,
62,温州,0.7,,2018-08-17,良,23,114,46,25,6,
79,武威,2,,2016-12-03,良,59,72,107,56,41,
69,武威,1.6,,2016-12-04,良,49,71,88,38,42,
86,武威,1.2,,2016-12-05,良,40,75,121,39,24,
95,武威,2.4,,2016-12-06,良,51,63,124,71,54,
72,武威,1.6,,2016-12-07,良,44,61,93,50,30,
26,温州,0.5,,2018-07-19,优,16,52,23,10,6,
40,温州,0.5,,2018-07-20,优,20,80,33,17,8,
43,温州,0.7,,2018-06-22,优,34,69,39,27,5,
50,温州,1,,2018-06-23,优,40,34,42,24,5,
57,温州,0.7,,2018-06-24,良,30,108,41,22,5,
76,温州,0.7,,2018-06-25,良,28,131,54,29,4,
60,温州,0.7,,2018-06-26,良,23,112,57,27,4,
66,温州,0.8,,2018-05-20,良,41,119,56,29,7,
36,温州,0.7,,2018-05-21,优,25,72,34,21,6,
52,温州,0.9,,2018-05-22,良,37,84,53,30,7,
47,温州,1,,2018-05-23,优,37,62,38,20,7,
130,咸宁,1.4,,2016-12-13,轻度污染,38,14,121,99,9,
89,咸宁,1.3,,2016-12-14,良,29,28,91,66,12,
103,咸宁,1.1,,2016-12-15,轻度污染,28,68,98,77,12,
120,咸宁,1.3,,2016-12-16,轻度污染,31,89,125,91,11,
92,咸宁,1.1,,2016-12-17,良,33,87,105,68,12,
87,咸宁,1,,2016-12-18,良,35,92,99,64,14,
68,温州,0.6,,2018-04-20,良,39,96,86,32,10,
63,温州,0.6,,2018-04-21,良,39,76,76,31,10,
71,温州,0.8,,2018-04-22,良,43,106,92,48,11,
70,温州,0.8,,2018-04-23,良,48,80,81,51,12,
42,温州,0.4,,2018-03-21,优,24,84,18,10,8,
62,温州,0.5,,2018-03-22,良,49,112,57,32,12,
74,温州,0.6,,2018-03-23,良,58,128,88,50,13,
77,温州,0.6,,2018-03-24,良,56,132,84,45,14,
67,温州,0.7,,2018-03-25,良,53,119,76,44,12,
82,温州,0.9,,2018-03-26,良,65,64,71,44,10,
63,温州,0.5,,2018-02-17,良,11,115,41,26,7,
58,温州,0.7,,2018-02-18,良,28,84,66,33,8,
68,温州,0.8,,2018-02-19,良,25,63,81,49,6,
34,温州,0.6,,2018-02-20,优,17,68,20,12,6,
106,无锡,0.6,,2018-04-20,轻度污染,44,166,87,30,11,
63,无锡,0.8,,2018-04-21,良,44,85,75,35,11,
80,无锡,1,,2018-04-22,良,64,102,99,54,10,
117,无锡,1.3,,2018-03-25,轻度污染,93,147,156,88,20,
87,无锡,1.1,,2018-03-26,良,62,144,109,62,16,
82,无锡,1,,2018-03-27,良,58,138,82,49,12,
73,无锡,1.2,,2018-02-22,良,30,86,76,53,8,
40,无锡,1,,2018-01-25,优,32,54,26,20,8,
34,无锡,0.9,,2018-01-26,优,25,65,34,22,10,
57,无锡,1,,2018-01-27,良,45,34,38,27,10,
59,无锡,1.1,,2018-01-28,良,36,62,48,42,9,
183,无锡,1.8,,2018-01-29,中度污染,47,94,162,138,23,
234,无锡,2.2,,2018-01-30,重度污染,75,99,230,184,24,
119,无锡,1.2,,2018-08-24,轻度污染,33,180,72,37,15,
41,无锡,0.9,,2018-08-25,优,23,81,38,20,10,
30,无锡,0.9,,2018-08-26,优,24,34,27,16,8,
53,无锡,0.7,,2018-08-27,良,22,103,34,15,8,
51,无锡,0.6,,2018-08-28,良,19,101,30,11,10,
60,无锡,0.6,,2018-08-29,良,22,112,31,11,10,
74,无锡,0.6,,2018-08-30,良,20,128,35,15,10,
73,无锡,1,,2018-08-31,良,30,127,44,23,11,
85,无锡,0.9,,2018-07-26,良,33,141,64,38,10,
100,无锡,1.2,,2018-07-27,良,48,160,55,30,13,
201,无锡,1.4,,2018-07-28,重度污染,60,269,108,70,13,
101,无锡,1,,2018-07-29,轻度污染,34,161,68,40,12,
129,无锡,1,,2018-07-30,轻度污染,28,191,68,42,12,
82,无锡,1,,2018-07-31,良,26,138,49,29,12,
43,无锡,0.9,,2018-06-28,优,28,56,42,21,10,
105,无锡,1,,2018-06-29,轻度污染,28,165,54,32,10,
46,无锡,0.6,,2018-06-30,优,32,83,46,27,9,
74,温州,0.8,,2018-01-12,良,55,73,97,53,17,
78,温州,0.7,,2018-01-13,良,60,62,96,57,16,
93,温州,0.9,,2018-01-14,良,74,30,96,50,19,
78,温州,0.7,,2018-01-15,良,62,61,87,42,16,
104,温州,0.8,,2018-01-16,轻度污染,87,57,115,59,18,
101,武威,4,,2016-01-01,轻度污染,50,49,117,56,76,
65,汕尾,0.9,,2018-12-01,良,17,118,71,37,10,
55,汕尾,0.9,,2018-12-02,良,15,102,60,33,8,
58,汕尾,1,,2018-12-03,良,22,87,66,35,8,
77,汕尾,0.6,,2018-11-01,良,12,132,55,32,11,
37,汕尾,0.6,,2018-11-02,优,8,74,23,18,7,
24,汕尾,0.6,,2018-11-03,优,9,47,13,7,7,
118,汕尾,0.7,,2018-10-01,轻度污染,11,179,59,34,10,
117,汕尾,0.7,,2018-10-02,轻度污染,11,178,68,33,10,
108,汕尾,0.7,,2018-10-03,轻度污染,11,168,59,26,10,
103,汕尾,0.7,,2018-10-04,轻度污染,12,163,53,28,10,
150,绍兴,1.2,,2018-12-01,轻度污染,78,53,194,115,14,
122,绍兴,1.2,,2018-12-02,轻度污染,73,19,156,92,11,
69,绍兴,1,,2018-12-03,良,55,16,71,50,8,
50,绍兴,1,,2018-12-04,优,40,21,32,18,7,
44,绍兴,0.5,,2018-12-05,优,35,33,41,17,6,
47,绍兴,0.6,,2018-11-01,优,28,88,47,27,11,
52,绍兴,0.7,,2018-11-02,良,35,68,54,32,10,
75,绍兴,0.6,,2018-10-01,良,21,130,59,24,13,
94,绍兴,0.7,,2018-10-02,良,25,152,70,35,14,
114,绍兴,0.7,,2018-10-03,轻度污染,26,175,70,40,12,
85,绍兴,0.6,,2018-10-04,良,19,141,48,27,9,
54,绍兴,0.5,,2018-09-01,良,7,104,21,12,6,
90,绍兴,0.6,,2018-08-01,良,10,148,35,24,7,
38,绍兴,0.6,,2018-07-01,优,24,63,39,25,5,
139,绍兴,0.7,,2018-06-01,轻度污染,21,202,53,36,8,
65,绍兴,0.7,,2018-06-02,良,33,118,48,32,9,
67,绍兴,0.9,,2018-06-03,良,28,120,59,42,7,
82,武威,1.9,,2016-11-02,良,46,83,113,50,54,
83,武威,2,,2016-11-03,良,47,76,116,46,48,
68,武威,1.7,,2016-11-04,良,46,78,86,32,62,
79,武威,1.3,,2016-11-05,良,33,96,107,31,32,
108,武威,0.8,,2016-11-06,轻度污染,20,78,166,31,24,
101,武威,1,,2016-11-07,轻度污染,25,84,152,44,28,
103,武威,1.4,,2016-11-08,轻度污染,42,70,155,58,36,
43,武威,0.6,,2016-10-04,优,14,86,38,16,7,
48,武威,0.8,,2016-10-05,优,18,95,43,19,8,
48,武威,0.8,,2016-10-06,优,19,68,48,20,12,
50,武威,0.8,,2016-10-07,优,18,76,50,16,10,
65,武威,0.8,,2016-09-03,良,24,118,30,14,11,
56,武威,0.8,,2016-09-04,良,28,107,28,14,10,
39,武威,0.8,,2016-09-05,优,24,78,31,11,10,
63,武威,0.8,,2016-09-06,良,22,115,40,14,10,
55,武威,1,,2016-08-02,良,14,106,54,25,8,
62,武威,1,,2016-08-03,良,19,114,54,24,8,
64,武威,1,,2016-08-04,良,19,116,58,28,12,
89,武威,1,,2016-08-05,良,20,146,58,27,10,
80,武威,0.8,,2016-07-02,良,25,135,72,32,6,
97,武威,0.8,,2016-07-03,良,25,156,70,32,6,
500,武威,0.8,,2016-07-04,严重污染,16,146,736,220,6,
92,武威,0.8,,2016-07-05,良,20,146,126,68,6,
74,武威,0.7,,2016-07-06,良,14,128,95,27,11,
70,武威,0.8,,2016-07-07,良,16,112,90,36,6,
88,武威,0.8,,2016-06-03,良,10,145,98,21,4,
79,武威,0.8,,2016-06-04,良,8,134,94,22,4,
86,武威,1,,2016-06-05,良,12,143,67,22,7,
77,武威,0.9,,2016-06-06,良,8,132,87,21,7,
86,武威,1,,2016-06-07,良,8,143,44,16,8,
84,武威,0.9,,2016-06-08,良,12,140,34,13,6,
84,武威,0.7,,2016-06-09,良,17,140,63,18,6,
60,武威,1.1,,2016-05-05,良,14,104,69,22,6,
84,武威,1.1,,2016-05-06,良,11,116,117,41,8,
75,武威,1.3,,2016-05-07,良,20,130,97,34,7,
95,武威,1.2,,2016-05-08,良,19,116,140,34,8,
94,武威,1.4,,2016-05-09,良,22,152,50,18,7,
96,武威,1.4,,2016-05-10,良,29,155,72,25,8,
82,武威,1.2,,2016-05-11,良,18,123,114,28,34,
64,武威,1.1,,2016-05-12,良,13,116,56,18,6,
68,武威,0.9,,2016-04-05,良,22,121,59,29,14,
57,武威,0.8,,2016-04-06,良,22,108,46,23,9,
64,武威,1.1,,2016-04-07,良,32,116,62,22,8,
72,武威,1.1,,2016-04-08,良,40,104,94,36,9,
197,武威,1.6,,2016-03-06,中度污染,34,84,343,94,40,
64,咸宁,0.9,,2016-11-10,良,22,76,55,46,3,
58,咸宁,0.9,,2016-11-11,良,23,76,66,36,4,
56,咸宁,1,,2016-11-12,良,22,77,61,39,6,
72,咸宁,1.1,,2016-11-13,良,32,76,85,52,8,
73,武威,1.1,,2017-10-13,良,44,96,96,46,10,
67,武威,1,,2017-10-14,良,42,111,88,48,10,
71,武威,0.7,,2017-10-15,良,33,103,94,44,10,
83,武威,0.8,,2017-10-16,良,28,101,114,54,10,
43,武威,0.7,,2017-10-17,优,20,62,40,28,6,
61,武威,0.5,,2017-09-13,良,9,114,58,22,5,
66,武威,0.6,,2017-09-14,良,23,120,48,22,6,
57,武威,0.7,,2017-09-15,良,26,109,61,22,6,
64,武威,0.6,,2017-09-16,良,24,117,51,22,6,
58,武威,0.6,,2017-09-17,良,28,98,66,28,7,
91,武威,0.7,,2017-08-13,良,25,150,60,23,7,
103,武威,0.7,,2017-08-14,轻度污染,24,164,69,29,6,
113,武威,0.4,,2017-08-15,轻度污染,18,175,76,30,6,
111,武威,2,,2017-08-16,轻度污染,20,173,94,32,7,
73,武威,0.3,,2017-08-17,良,17,122,96,34,6,
53,绍兴,0.8,,2018-05-01,良,18,103,44,30,4,
100,武威,0.4,,2017-07-12,良,26,161,84,30,7,
99,武威,0.5,,2017-07-13,良,28,159,95,34,8,
135,武威,0.5,,2017-07-14,轻度污染,21,139,0,0,6,
98,武威,0.5,,2017-07-15,良,22,158,0,0,6,
105,武威,0.5,,2017-07-16,轻度污染,18,166,82,39,6,
99,武威,0.5,,2017-07-17,良,18,159,107,40,5,
80,武威,0.6,,2017-06-13,良,24,137,84,36,10,
90,武威,0.7,,2017-06-14,良,23,137,0,0,4,
84,武威,0.7,,2017-06-15,良,19,141,72,36,4,
106,武威,0.6,,2017-06-16,轻度污染,24,167,64,31,4,
104,武威,0.7,,2017-06-17,轻度污染,34,165,82,35,4,
92,武威,0.5,,2017-06-18,良,22,151,88,30,4,
77,武威,0.5,,2017-06-19,良,21,122,91,31,6,
68,武威,0.3,,2017-05-15,良,18,122,26,16,4,
75,武威,0.5,,2017-05-16,良,30,130,48,26,4,
85,武威,0.5,,2017-05-17,良,28,142,60,24,5,
84,武威,0.6,,2017-05-18,良,32,141,51,31,5,
91,武威,0.5,,2017-05-19,良,26,150,84,46,4,
30,武威,0.7,,2017-04-08,优,16,60,18,18,5,
43,武威,0.7,,2017-04-09,优,14,86,34,20,6,
41,武威,0.5,,2017-04-10,优,15,82,24,17,7,
52,武威,0.8,,2017-04-11,良,30,102,57,24,6,
65,武威,0.7,,2017-04-12,良,31,108,79,36,6,
65,武威,0.6,,2017-04-13,良,26,119,78,41,6,
72,武威,0.8,,2017-03-14,良,26,94,88,54,21,
75,武威,1.1,,2017-03-15,良,31,108,92,55,28,
71,武威,0.9,,2017-03-16,良,23,100,89,51,22,
71,武威,0.8,,2017-03-17,良,24,109,94,37,26,
85,武威,1.2,,2017-03-18,良,38,111,118,56,32,
106,武威,2.4,,2017-02-14,轻度污染,40,83,0,0,37,
146,武威,1.4,,2017-02-15,轻度污染,36,67,0,0,34,
147,武威,1.2,,2017-02-16,轻度污染,26,71,0,0,24,
91,武威,1.5,,2017-02-17,良,30,95,0,0,26,
78,武威,2,,2017-02-18,良,46,84,106,50,47,
180,武威,0.8,,2017-02-19,中度污染,26,96,0,0,28,
70,武威,1.2,,2017-01-16,良,36,67,92,40,32,
106,武威,1.6,,2017-01-17,轻度污染,42,60,160,68,26,
153,武威,1.8,,2017-01-18,中度污染,40,61,0,0,27,
72,武威,0.7,,2017-01-19,良,26,56,98,44,30,
88,武威,1.4,,2017-01-20,良,46,40,122,68,52,
70,武威,1.7,,2016-02-02,良,48,68,90,38,53,
70,武威,1.4,,2016-02-03,良,33,60,89,31,53,
59,武威,1.4,,2016-02-04,良,28,54,67,32,48,
49,武威,1,,2016-02-05,优,24,70,49,18,30,
55,武威,1.5,,2016-02-06,良,35,66,44,18,59,
56,武威,1,,2016-02-07,良,32,80,32,10,62,
89,温州,1,,2017-12-17,良,39,81,88,66,14,
72,温州,0.9,,2017-12-18,良,52,72,81,52,15,
72,温州,0.9,,2017-12-19,良,57,74,85,49,16,
92,温州,0.9,,2017-12-20,良,67,78,116,68,20,
31,温州,0.4,,2017-11-18,优,24,60,29,15,6,
37,温州,0.5,,2017-11-19,优,22,71,37,17,7,
32,温州,0.6,,2017-11-20,优,26,41,26,14,7,
56,温州,0.8,,2017-11-21,良,45,22,24,14,8,
40,温州,0.8,,2017-11-22,优,33,32,21,13,8,
81,温州,0.8,,2017-11-23,良,42,92,100,59,14,
74,吴忠,1,,2018-12-22,良,30,64,97,43,29,
67,吴忠,0.9,,2018-12-23,良,29,41,83,29,18,
92,吴忠,1,,2018-12-24,良,46,27,122,68,29,
72,吴忠,1,,2018-12-25,良,37,51,93,49,28,
54,吴忠,0.5,,2018-11-17,良,17,65,58,22,23,
85,吴忠,0.5,,2018-11-18,良,19,68,119,31,23,
59,吴忠,0.6,,2018-11-19,良,30,65,68,33,24,
55,吴忠,0.5,,2018-10-16,良,27,105,52,28,5,
53,吴忠,0.5,,2018-10-17,良,19,79,55,29,7,
40,吴忠,0.5,,2018-10-18,优,13,79,33,23,3,
49,吴忠,0.3,,2018-09-16,优,24,98,36,11,6,
38,吴忠,0.2,,2018-09-17,优,20,75,25,11,5,
60,吴忠,0.5,,2018-09-18,良,27,80,55,43,6,
52,吴忠,0.5,,2018-09-19,良,29,97,55,27,8,
81,吴忠,0.3,,2018-09-20,良,28,82,0,0,9,
52,吴忠,0.2,,2018-09-21,良,11,84,50,14,6,
65,吴忠,0.5,,2018-09-22,良,30,72,59,18,13,
55,吴忠,0.6,,2018-08-17,良,11,105,29,18,7,
79,吴忠,0.5,,2018-08-18,良,12,134,40,14,6,
100,吴忠,0.5,,2018-08-19,良,14,159,55,19,7,
87,吴忠,0.3,,2018-08-20,良,16,144,58,21,7,
47,吴忠,0.5,,2018-08-21,优,16,94,36,16,7,
63,梧州,1.7,,2018-12-17,良,39,58,76,39,15,
69,梧州,1.4,,2018-12-18,良,40,63,88,46,18,
72,梧州,1.2,,2018-12-19,良,47,64,93,50,16,
87,梧州,1.7,,2018-12-20,良,49,44,109,64,14,
72,梧州,1.7,,2018-12-21,良,32,38,77,52,12,
61,梧州,1.4,,2018-12-22,良,30,54,72,43,15,
32,梧州,1,,2018-12-23,优,14,60,32,18,8,
32,梧州,1.2,,2018-12-24,优,17,38,32,19,9,
28,梧州,1.2,,2018-11-16,优,16,22,18,8,7,
28,梧州,1.2,,2018-11-17,优,16,22,23,11,8,
28,梧州,1.2,,2018-11-18,优,18,12,28,14,10,
25,梧州,1,,2018-11-19,优,16,29,23,12,9,
41,梧州,1,,2018-11-20,优,21,22,41,20,10,
46,梧州,1.2,,2018-11-21,优,21,22,46,23,10,
45,梧州,1,,2018-11-22,优,20,58,45,26,11,
63,梧州,1,,2018-11-23,良,34,77,76,42,15,
52,梧州,1,,2018-10-13,良,22,54,54,36,14,
54,梧州,1,,2018-10-14,良,22,65,57,32,10,
25,梧州,1,,2018-10-15,优,16,34,17,8,8,
30,梧州,1.2,,2018-10-16,优,18,40,30,14,9,
25,梧州,1,,2018-10-17,优,14,42,21,12,8,
34,梧州,1,,2018-10-18,优,18,41,34,20,9,
30,梧州,1,,2018-10-19,优,17,36,30,16,8,
46,梧州,1,,2018-10-20,优,22,54,46,26,9,
55,梧州,1,,2018-10-21,良,23,89,60,36,10,
63,梧州,1,,2018-09-15,良,24,84,75,43,16,
47,梧州,0.7,,2018-09-16,优,13,71,47,30,8,
25,梧州,0.6,,2018-09-17,优,11,50,11,8,6,
32,梧州,1,,2018-09-18,优,20,42,31,15,8,
46,梧州,1,,2018-09-19,优,24,66,46,20,11,
55,梧州,1,,2018-09-20,良,26,74,63,30,16,
58,梧州,1,,2018-09-21,良,24,88,66,36,15,
57,梧州,1,,2018-09-22,良,24,67,57,33,12,
80,咸宁,1.1,,2017-02-22,良,19,61,55,60,8,
83,咸宁,1.1,,2017-02-23,良,18,87,59,62,13,
78,咸宁,1.1,,2017-02-24,良,22,103,70,58,12,
83,咸宁,1.1,,2017-02-25,良,21,132,80,63,14,
81,咸宁,1,,2017-02-26,良,25,138,89,60,12,
87,咸宁,0.9,,2017-02-27,良,24,145,82,59,16,
86,咸宁,0.8,,2017-02-28,良,26,144,96,58,16,
157,咸宁,1.3,,2017-01-19,中度污染,35,26,133,121,8,
111,咸宁,1,,2017-01-20,轻度污染,18,96,132,84,14,
108,咸宁,1.1,,2017-01-21,轻度污染,21,108,126,84,10,
108,咸宁,1.1,,2017-01-22,轻度污染,19,103,110,81,10,
96,咸宁,0.9,,2017-01-23,良,13,108,90,72,14,
88,咸宁,1,,2017-01-24,良,13,100,94,67,11,
58,温州,0.7,,2018-11-27,良,46,83,59,28,8,
68,温州,0.9,,2018-11-28,良,52,86,86,43,8,
75,温州,1,,2018-11-29,良,60,82,91,52,9,
80,温州,1,,2018-11-30,良,62,80,109,47,10,
60,温州,0.5,,2018-10-27,良,41,109,69,24,10,
70,温州,0.5,,2018-10-28,良,53,124,89,33,12,
82,温州,0.6,,2018-10-29,良,65,89,98,44,12,
84,温州,0.5,,2018-10-30,良,58,140,86,40,13,
68,温州,0.5,,2018-10-31,良,41,121,72,31,11,
31,温州,0.5,,2018-09-15,优,16,54,31,14,6,
29,温州,0.5,,2018-09-16,优,9,28,29,10,5,
28,温州,0.6,,2018-09-17,优,15,28,27,10,4,
38,温州,0.6,,2018-09-18,优,23,69,34,17,7,
42,温州,0.6,,2018-09-19,优,23,76,39,18,8,
43,温州,0.6,,2018-09-20,优,26,85,40,19,9,
70,温州,0.6,,2018-09-21,良,30,124,45,25,7,
33,温州,0.9,,2018-09-22,优,23,66,25,13,6,
39,温州,0.7,,2018-09-23,优,31,71,19,11,6,
30,温州,0.7,,2018-08-18,优,12,59,25,11,5,
27,温州,0.9,,2018-08-19,优,19,53,17,12,5,
42,温州,0.9,,2018-08-20,优,22,84,32,16,6,
65,温州,0.7,,2018-08-21,良,24,118,40,20,7,
56,温州,0.6,,2018-08-22,良,20,107,34,17,6,
74,温州,0.7,,2018-08-23,良,31,128,40,20,6,
45,温州,0.9,,2018-08-24,优,34,89,42,26,6,
28,温州,0.7,,2018-08-25,优,21,56,23,16,4,
84,武威,1.4,,2016-12-08,良,45,66,100,62,34,
82,武威,1.3,,2016-12-09,良,40,66,96,60,32,
119,武威,1.4,,2016-12-10,轻度污染,46,57,134,90,42,
108,武威,1.2,,2016-12-11,轻度污染,36,63,154,81,48,
92,武威,1,,2016-12-12,良,38,63,115,68,38,
45,温州,0.6,,2018-07-21,优,26,44,45,22,7,
31,温州,0.5,,2018-07-22,优,18,62,33,15,6,
56,温州,0.9,,2018-07-23,良,40,36,63,31,8,
65,温州,0.9,,2018-07-24,良,40,117,69,38,7,
72,温州,0.9,,2018-07-25,良,34,126,66,33,6,
83,温州,0.6,,2018-06-27,良,24,139,62,34,5,
85,温州,0.6,,2018-06-28,良,34,142,65,36,6,
80,温州,0.7,,2018-06-29,良,41,136,62,31,7,
47,温州,0.6,,2018-06-30,优,31,94,31,22,6,
100,温州,0.8,,2018-05-24,良,38,160,87,28,11,
120,温州,0.8,,2018-05-25,轻度污染,45,181,134,52,11,
82,温州,1,,2018-05-26,良,42,131,114,53,9,
93,温州,0.8,,2018-05-27,良,26,151,58,36,6,
48,温州,0.9,,2018-05-28,优,34,78,48,30,8,
68,温州,0.8,,2018-05-29,良,31,121,50,32,8,
56,温州,0.8,,2018-05-30,良,31,107,35,20,6,
47,温州,0.8,,2018-05-31,优,30,94,28,11,6,
112,咸宁,1.1,,2016-12-19,轻度污染,42,24,123,84,15,
93,咸宁,1.2,,2016-12-20,良,30,24,80,69,13,
77,咸宁,1.6,,2016-12-21,良,29,33,62,56,3,
80,咸宁,1.3,,2016-12-22,良,17,89,93,59,5,
72,咸宁,1,,2016-12-23,良,16,94,74,52,7,
93,咸宁,1,,2016-12-24,良,21,68,80,69,10,
46,温州,0.8,,2018-04-24,优,22,92,23,12,6,
106,温州,0.6,,2018-04-25,轻度污染,26,166,58,30,9,
131,温州,0.8,,2018-04-26,轻度污染,39,194,94,62,12,
95,温州,0.9,,2018-04-27,良,62,104,107,71,14,
120,温州,1,,2018-04-28,轻度污染,61,182,126,72,16,
79,温州,1,,2018-04-29,良,56,117,97,58,13,
92,温州,1.3,,2018-04-30,良,48,126,96,68,9,
70,温州,0.7,,2018-03-27,良,46,124,58,38,10,
69,温州,0.8,,2018-03-28,良,51,122,70,39,12,
56,温州,0.7,,2018-03-29,良,40,82,62,32,12,
51,温州,0.6,,2018-03-30,良,32,93,52,23,10,
56,温州,0.6,,2018-03-31,良,36,101,62,32,10,
45,温州,0.7,,2018-02-21,优,12,89,15,11,6,
39,温州,0.6,,2018-02-22,优,18,77,22,20,6,
57,温州,0.7,,2018-02-23,良,24,108,39,30,8,
57,温州,0.8,,2018-02-24,良,42,42,50,40,7,
40,温州,0.7,,2018-02-25,优,32,41,24,17,7,
57,温州,0.7,,2018-02-26,良,25,108,30,21,7,
57,温州,0.8,,2018-02-27,良,42,82,59,40,8,
60,温州,0.9,,2018-02-28,良,48,57,60,39,8,
65,无锡,1,,2018-04-23,良,39,74,68,47,8,
50,无锡,0.7,,2018-04-24,优,36,92,50,30,8,
122,无锡,1,,2018-04-25,轻度污染,51,184,91,55,14,
145,无锡,0.8,,2018-04-26,轻度污染,46,209,80,45,12,
163,无锡,1.2,,2018-04-27,中度污染,56,228,128,75,17,
182,无锡,1,,2018-04-28,中度污染,56,247,159,86,16,
163,无锡,1.1,,2018-04-29,中度污染,54,228,138,86,16,
113,无锡,1.2,,2018-04-30,轻度污染,50,174,124,78,14,
106,无锡,1,,2018-03-28,轻度污染,63,166,96,54,13,
84,无锡,0.9,,2018-03-29,良,67,128,81,36,14,
59,无锡,0.9,,2018-03-30,良,45,62,68,38,9,
69,无锡,0.9,,2018-03-31,良,49,122,70,36,9,
54,无锡,1.1,,2018-02-23,良,33,96,50,38,8,
64,无锡,1.1,,2018-02-24,良,44,77,63,46,9,
69,无锡,1.2,,2018-02-25,良,33,79,77,50,8,
59,无锡,1.1,,2018-02-26,良,46,107,68,42,11,
59,无锡,1.1,,2018-02-27,良,46,110,66,41,10,
47,无锡,1.1,,2018-02-28,优,37,74,42,31,8,
255,无锡,2.2,,2018-01-31,重度污染,109,34,271,205,31,
120,温州,1,,2018-01-17,轻度污染,82,80,149,91,18,
129,温州,1,,2018-01-18,轻度污染,71,90,140,98,16,
87,温州,0.7,,2018-01-19,良,69,54,92,52,14,
92,温州,0.8,,2018-01-20,良,66,35,112,68,15,
80,温州,0.9,,2018-01-21,良,64,25,64,42,9,
58,温州,0.9,,2018-01-22,良,46,73,40,23,11,
67,温州,0.7,,2018-01-23,良,53,53,73,43,12,
99,绍兴,0.7,,2018-04-01,良,42,158,85,44,8,
77,绍兴,1.1,,2018-03-01,良,22,125,81,56,6,
59,绍兴,1,,2018-03-02,良,34,76,64,42,5,
168,绍兴,1.5,,2018-02-01,中度污染,65,75,160,127,17,
153,绍兴,1.6,,2018-02-02,中度污染,69,83,160,117,19,
62,绍兴,1.1,,2018-02-03,良,40,70,74,42,16,
73,绍兴,1.1,,2018-02-04,良,42,68,83,53,18,
155,绍兴,1.4,,2018-01-01,中度污染,50,95,192,118,12,
99,绍兴,1.3,,2018-01-02,良,65,41,130,74,13,
53,绍兴,0.9,,2018-01-03,良,35,57,55,32,8,
40,绍兴,0.7,,2018-01-04,优,32,41,17,14,6,
52,绍兴,1.1,,2018-01-05,良,41,22,41,34,9,
99,绍兴,1.3,,2018-01-06,良,57,27,98,74,13,
57,绍兴,0.7,,2017-12-01,良,46,0,83,44,12,
75,绍兴,0.9,,2017-12-02,良,49,0,96,57,14,
97,绍兴,1.2,,2017-12-03,良,84,0,166,102,17,
109,绍兴,1.2,,2017-12-04,轻度污染,53,0,172,114,17,
65,绍兴,0.6,,2017-12-05,良,46,0,79,49,15,
73,绍兴,0.7,,2017-11-01,良,45,128,90,52,11,
116,绍兴,0.9,,2017-11-02,轻度污染,71,154,142,90,13,
113,绍兴,1.1,,2017-11-03,轻度污染,53,159,140,83,14,
42,绍兴,0.4,,2017-11-04,优,28,85,40,17,9,
64,绍兴,0.5,,2017-11-05,良,47,61,80,45,13,
92,绍兴,0.8,,2017-11-06,良,56,48,110,69,11,
53,绍兴,0.9,,2017-10-01,良,29,102,58,38,10,
65,绍兴,1.1,,2017-10-02,良,29,71,69,45,15,
49,绍兴,0.6,,2017-10-03,优,18,99,36,11,11,
70,绍兴,0.8,,2017-09-01,良,16,124,38,22,10,
80,绍兴,0.8,,2017-09-02,良,17,136,44,25,9,
80,绍兴,0.7,,2017-09-03,良,16,136,37,18,9,
75,绍兴,0.7,,2017-09-04,良,16,131,48,29,9,
106,武威,3.3,,2016-01-02,轻度污染,38,60,162,52,62,
109,武威,3.6,,2016-01-03,轻度污染,47,58,168,82,88,
73,武威,2.9,,2016-01-04,良,28,58,93,40,63,
64,武威,2.5,,2016-01-05,良,20,48,74,43,36,
69,武威,2.7,,2016-01-06,良,28,56,78,43,60,
49,汕尾,1,,2018-12-04,优,19,75,49,25,7,
43,汕尾,1,,2018-12-05,优,14,79,43,27,7,
48,汕尾,1,,2018-12-06,优,18,84,48,32,8,
39,汕尾,1,,2018-12-07,优,18,21,39,26,7,
20,汕尾,0.7,,2018-12-08,优,11,38,20,10,7,
18,汕尾,0.7,,2018-12-09,优,11,25,17,9,7,
45,汕尾,0.7,,2018-11-04,优,13,89,34,24,9,
49,汕尾,0.6,,2018-11-05,优,12,97,38,22,9,
