people_number,position_link,position_name,position_require,position_responsibility,position_type,publish_times,spider,time,work_location
1,https://hr.tencent.com/position_detail.php?id=43139&keywords=&tid=0&lid=0,WXG02-111 微信推荐数据分析工程师（深圳）,"数学、统计、计算机等相关专业硕士及以上学历；,或者三年以上互联网数据挖掘和应用相关工作经验；,较强的概率与数理统计基础。","与产品团队充分沟通，驱动数据采集，构建数据指标体系，基于合适的统计方法解答业务问题，为产品团队提供指导和帮助；,设计A/B testing并利用数据分析技术理解结果；,结合前沿的研究成果，对微信社交网络进行挖掘和研究，包括网络结构、群体/个体行为、信息传播等方面，为产品方向和建模落地提供指导；,用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导微信大数据应用落地。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.954334,深圳
1,https://hr.tencent.com/position_detail.php?id=43202&keywords=&tid=0&lid=0,27092-应用宝平台广告产品经理（深圳）,"3年以上互联网产品商业化运营经验，1年以上广告投放运营经验，熟悉广告客户诉求及全生命周期各阶段运营工作；,有垂直行业的商业产品运营、客户运营、行业深耕经验者优先；,较强的逻辑思维和数据分析能力；,良好的沟通能力和合作意识，抗压能力强。","负责应用宝平台行业广告主运营（包括游戏、电商、金融、视频等），优化投放效果，协调组织各类资源达成运营目标；,合理利用及拓展平台广告流量，结合行业及广告主特性，制定全生命周期的解决方案；,通过政策、流量、营销方案等搭建行业的解决方案，并不断沉淀行业打法，搭建行业的健康生态。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.953605,深圳
1,https://hr.tencent.com/position_detail.php?id=43200&keywords=&tid=0&lid=0,22989-腾讯云大客户售后高级技术顾问（深圳/北京/上海/成都）,"5年以上互联网运维或云平台运维相关经验，统招本科及以上学历，熟悉云计算技术及产品；,熟悉Linux系统管理及Tcp/IP协议，熟练使用工具对问题进行排障分析和性能调优；,熟悉DNS/LB/CDN/DB/安全攻防/容灾架构/高并发调优等知识点的技术原理及常见解决思路；,有音视频/SDK研发/运维类/大数据/AI/TCE/容器等方向经验优先,良好的沟通表达呈现与逻辑思维能力，良好的服务意识与协作意识，责任心强、抗压能力强。","深入了解大客户的业务场景，结合腾讯云产品特性帮助大客户解决云上的技术问题，并协助客户扩容调整及优化业务架构；,通过IM/电话/远程/拜访会面等方式与客户紧密交流，洞察用户痛点及产品工具改进点，持续提升客户满意度及产品体验；,提供主动服务帮助客户预见并规避问题发生，快速发现定位并处理用户的网络/负载均衡/服务器/存储/数据库等问题及故障；,持续学习和提升自身专业度，与内部前后方同事紧密协作并提升问题处理效率，提供令客户满意甚至超出预期的专业技术服务。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.952956,北京
1,https://hr.tencent.com/position_detail.php?id=43195&keywords=&tid=0&lid=0,21557-音视频会议场景web前端研发工程师(深圳）,"3年以上Web前端开发经验；,熟练运用HTML5、CSS3、JavaScript、ES6；,对前端的视觉呈现有经验；,熟练掌握至少一种主流前端框架Vue、Angular、React、Redux等，具备一定的框架设计能力；,熟悉前端构建工具，如Webpack、Gulp等；,熟悉Web前端的性能优化，并对Web安全有丰富的认识和经验；,拥有丰富的主流浏览器兼容性和移动端开发经验；,了解一门后台语言，有后台开发经验优先；,思路清晰，具备良好的沟通能力和团队协作精神；,有强烈的创新精神并能付诸实施，能积极学习业界新技术，参与开源项目加分。","负责音视频会议场景的Web App架构设计与研发工作； ,负责项目的前端技术攻坚。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.952271,深圳
1,https://hr.tencent.com/position_detail.php?id=43194&keywords=&tid=0&lid=0,21557-音视频会议场景iOS研发工程师(深圳）,"3年以上相关项目经验；,责任感强，逻辑思维能力、沟通能力强，能够承担工作压力；,熟悉掌握Objective-C编程语言，较好的C、C++功底；,精通iOS系统原理，熟悉移动终端特性和解决方案;,具备解决iOS下常见兼容性问题的能力；,具备iOS内存优化、性能优化的经验；,注重模块化，有良好的编程习惯；,熟悉视频流媒体常见的传输协议和容器格式，如RTP/RTCP、RTMP、HLS、FLV、MP4；,熟悉Swift加分；,参与开源项目加分；,有大型音视频项目开发经验者优先。","负责音视频会议场景的iOS App架构设计与研发工作；,负责项目的移动端技术攻坚。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.951501,深圳
1,https://hr.tencent.com/position_detail.php?id=43175&keywords=&tid=0&lid=0,22989-云服务开发工程师（NLP方向）（北京）,"计算机相关专业硕士以上学历，3年以上工作经验； ,熟悉知识图谱、NLP/NLU、人机会话等相关算法及实现原理，有相关工作经验或者实验室经验优先； ,掌握机器学习基本算法并有丰富的实践经验，熟悉caffe或tensorflow优先； ,熟练掌握C/C++、PHP和Python语言； ,具备扎实的数学基础，良好的逻辑思维及抗压能力，能够无障碍阅读英文论文。","负责知识图谱、NLP/NLU、人机会话相关研发； ,负责特定场景会话数据分析与挖掘； ,负责人工智能NLP与行业场景跨界应用探索； ,负责新技术转化为产品相关研发。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.950635,北京
1,https://hr.tencent.com/position_detail.php?id=43174&keywords=&tid=0&lid=0,22989-人工智能算法专家（图像／视频方向）（北京）,"计算机视觉相关领域硕士以上学位，曾在领域内的顶级会议发表论文 (例如CVPR、ICCV) 或具备资深的业界经验；,熟悉静态／动态物体检测、场景识别、OCR文本识别的相关算法及实现原理，对工程实现和优化有丰富经验；,对算法有深入了解，例如：LR/Adaboost/GMM/SVM/CRF/MaxEnt/HMM/DNN/CNN/RNN 等；,熟悉一个或多个常见的神经网络开源工具库，例如：Caffe/TensorFlow/Torch/Theano/Keras/Mxnet/Currennt 等；,表达能力优秀，乐观向上，自我驱动力强，具备敏锐的洞察力和良好的抗压能力。","负责智能图像／视频相关核心技术算法与产品化等研究工作，包括但不限于如下方向：人脸检测和识别、静态／动态物体检测、场景识别、OCR文本识别等；,跟踪学术界和业界最新进展，并且能够快速应用到业务中；,进行技术分享、专利申请和学术文章发表，提高腾讯在计算机视觉/多媒体领域的的技术影响力。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.949978,北京
1,https://hr.tencent.com/position_detail.php?id=43171&keywords=&tid=0&lid=0,27092-应用宝商业化后台开发（深圳）,"一、基本技能要求,1、熟练掌握C、C++语法，深入理解其特性。（熟练使用python、go等语言并开发过相应项目优先）,2、熟悉常用数据结构(AVL、Splay、BTree、堆、栈等)&算法(单模式匹配、多模式匹配等查找算法),3、熟练掌握SQL语言，能够对数据库、SQL进行基本的调优。,4、熟练掌握HTTP/HTTPS、理解TCP/IP等协议。,5、良好的调试功底，能熟练使用GDB工具，能独立分析coredump并找出原因。,二、进阶技能要求,1、熟悉Redis、MemCache、Nginx、Zookeeper等开源组件的工作原理,2、能合理设计Cache来提升服务性能,3、海量服务系统架构设计和调优能力,4、线上问题的分析解决能力,5、单机性能分析和优化能力（有valgrind、perf使用经验者；或类似优化经验者佳）,三、通用能力,1、良好的沟通能力,前后逻辑清晰,2、具有一定的产品理解能力,3、良好的团队合作意识，能打好配合。","负责应用宝的高性能后台服务开发。,负责应用宝推荐策略工程侧服务开发。,负责通用业务组件的设计、开发和维护。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.949196,深圳
3,https://hr.tencent.com/position_detail.php?id=43216&keywords=&tid=0&lid=0,TEG13-大数据开发工程师（深圳）,"1、计算机相关专业，本科及以上学历，2年以上hadoop/spark开发经验，有hadoop/spark计算集群在实际项目上的开发和维护经验；,2、对hadoop/spark平台计算原理有深刻理解，能够阅读hadoop/spark源码；对社区有源码贡献者优先；,3、熟悉spark流计算框架或其他开源实时计算框架；,4、有elasticsearch\presto集群运维经验优先；,5、精通JAVA、熟练掌握MapReduce原理及数据分析相关的二次开发；,6、熟悉linux/UNIX shell、熟悉(python/shell)任意一种脚本语言,7、对新技术充满热情，具有良好的学习能力、团队协作能力和沟通能力；,8、能承受较大的工作压力。","负责海量大数据的清洗、特征挖掘工作；,负责用户标签挖掘与画像体系构建；,基于Spark框架大数据分布式数据挖掘平台的设计，开发",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.880357,深圳
1,https://hr.tencent.com/position_detail.php?id=43259&keywords=&tid=0&lid=0,24491-北美区域研发运营（深圳）,"资深的游戏行业从业者，游戏行业5年以上工作经验，有2年以上北美工作的经历；,有游戏研发背景，熟悉北美市场和用户，理解用户的内在需求；,有北美市场成功的游戏项目经验；,如果会说中文为加分项。","参与或主导全球发行游戏在北美区域的研发和运营；,非常熟悉北美市场和用户，能根据产品目标和运营目标，制定有效的产品方向和提出有效的产品内容建议；,关注北美运营数据，及时发现问题并能提出解决方案；,帮助团队达成北美区域目标。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.878710,深圳
1,https://hr.tencent.com/position_detail.php?id=43285&keywords=&tid=0&lid=0,23295-互娱娱乐营销市场经理,"本科以上学历;,三年以上互联网工作经验或娱乐行业工作经验;,熟悉公关媒体品牌推广运作,具有出色的品牌策略能力及整合传播技巧;,文案能力出色,具有优秀的提案能力和沟通技巧,有大型相关策划实务操作经验及成功品牌策划案;,良好的团队意识以及执行能力,勇于承担高强度的工作压力,有带领团队的工作经验;,思维活跃,善于学习和提升自我,具有创新精神;,熟悉互联网和游戏行业,有丰富的互联网产品的使用经验。","负责“腾讯游戏”腾讯动漫”“腾讯电竞”“腾讯影业”的娱乐营销合作：明星合作洽谈、影视剧节目资源合作、协助影业项目内部资源整合等；,作为娱乐营销组需求接口，与游戏、动漫等产品品牌经理深度沟通，管理娱乐营销需求，提出合理化建议 ；,协助部门负责人完成管理工作，包括年度市场预算、部门会议统筹、部门流程优化、周报月报、相关岗位的招聘、培训等。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.876915,深圳
1,https://hr.tencent.com/position_detail.php?id=43282&keywords=&tid=0&lid=0,25664-智慧城市解决方案销售顾问（深圳）,"1．为政府各行业及合作伙伴提供腾讯云整体技术平台、业务和技术层面的架构咨询服务，理解客户在研发、运营工作中对网络、计算、存储等基础设施的需求，分析其快速发展过程中，在基础设施层面所遇到的挑战和未来的方向；熟知常规的云计算框架及虚拟化引擎特点，熟知云环境下的系统框架搭建及应用重构痛点，具备一定的P2V经验，有研发经验者优先。,2．负责智慧城市项目的需求分析、方案设计、传统解决方案云化规划设计、应用迁移和数据迁移等设计工作。根据客户业务的需求和理解合作伙伴的需求，基于腾讯云的技术架构，输出满足客户需求的智慧城市解决方案。,3．负责智慧城市应用项目的规划设计、需求分析、方案设计、招投标工作，基于腾讯的技,术架构和优势产品，输出满足客户需求的解决方案。","1、本科学历及以上学历，具备6年及以上智慧城市相关的架构设计工作经验，或者6年以上的政务应用架构及售前经验；,2、具备独立工作、管理和推动的能力，联合销售团队整合资源完成技术支撑及系统架构工作，并协助承担售中／后等相关技术管理和推进工作，具备很强的资源协调能力，有一定的项目实施经验。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.871281,深圳
1,https://hr.tencent.com/position_detail.php?id=43266&keywords=&tid=0&lid=0,18434-高级视觉设计师（深圳）,"1.从事设计工作4-5年以上，有大型互联网或4A广告公司工作经验。有印刷后期制作的知识，和平面广告，主kv ，H5等互联网媒介的相关设计经验。,2.具有视频创意广告全流程的经验，并对视频广告给予创意指导及支持，有很强的沟通和推动能力。,3.具有较强的执行力与创新意识，有丰富的线上线下产品品牌及运营的设计经验，带领团队积极研究有效的设计趋势，并推动方案落地。,4.保持好奇心，善于沟通思考，对于极致体验和美学有追求，富有激情，关注细节，具有匠心，并能突破自己。,5.善于沟通和分享，具备良好合作态度及团队精神，能够承受高强度的工作压力，有良好的组织能力，并带动团队提升专业能力。手绘原创能力较强者优先考虑。","1.负责腾讯FiT大品牌的设计和规划，提升其品牌调性，并参与各业务品牌整合推广，广告创意等。如平面广告设计，H5等。,2.具有视频制作和推进的经验，在与广告公司合作中能给出创意执行的指导。,3.为腾讯FiT大品牌建立VI系统，制定视觉规范。,4.思维活跃，快速反应，有较好的执行力。",设计类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.870027,深圳
1,https://hr.tencent.com/position_detail.php?id=43312&keywords=&tid=0&lid=0,24548-IP授权业务设计师,"1.美术、设计或相关专业本科以上学历，拥有深厚的设计理论与娴熟的设计技巧，拥有强大的执行力与强烈的创新欲望,2.一年以上产品或平面设计工作经验，有IP开发经验的优先，具备视觉风格推导及落地推动的工作经验和案例。,3.有创意，有想法，平面设计功底较强，良好的审美，能把握当下的设计趋势,4.精通Photoshop、Illustrator 等工作所需设计软件。,5.逻辑思维严谨清晰，理解与学习力强，富有创造力和激情，对授权产品设计或新鲜事物有强烈兴趣，乐于观察、分析设计细节，并喜爱分享； ,6.良好的沟通能力与理解能力，工作积极主动，有极强的责任心与执行力，能承受一定的工作压力。具备基本英文口说与书写能力最佳。","1.负责IP授权业务日常设计工作，产品设计，图库设计等平面设计工作。,2.能够独立跟进IP设计项目进展、沟通、协调，对设计最终效果全程审核跟进负责,3.能够协助制定IP授权业务所负责的设计规范和积极的总结工作,4.参与团队相关的创意构思、设计执行等工作",设计类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.868576,北京
1,https://hr.tencent.com/position_detail.php?id=43310&keywords=&tid=0&lid=0,24548-视频商业化调研经理,"•全日制本科及以上学历，有社会学、统计学、心理学、市场营销等相关专业优先,•2年及以上市场研究/用户研究/产品分析/数据分析等相关工作经验，专业调研公司经验者优先，有微信公众号等社交媒体运营经验者优先,•熟练使用Excel、SPSS、R等数据分析工具，熟悉常用数据挖掘方法和模型,•熟悉互联网行业，对视频文化娱乐行业具备较强的商业洞察力，擅于通过数据分析解决商业问题，有一定的互联网用户思维,•具备优秀的问题分析&解决能力、逻辑思维能力、PPT报告撰写和项目汇报表达能力,•学习能力强，认真负责，思维活跃、敢于创新，能独立完成跨部门沟通，具备进取精神和团队合作意识","•  负责视频商业化各业务（如重点内容、广告产品等）的市场行业和用户研究，并输出落地性强的专业研究报告,•  关注市场动态（竞品）与用户需求，负责对视频现有业务及用户投诉进行追踪，从用研的视角挖掘问题并找到解决方法，为内部相关团队提供深入专业的解决方案及产品体验方向的优化建议,•  负责运营维护升级商业化样本库",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.866641,北京
1,https://hr.tencent.com/position_detail.php?id=43305&keywords=&tid=0&lid=0,22989-腾讯云运营系统开发工程师（深圳）,"本科及以上学历，3年以上开发经验；,至少熟悉1种开发语言：PHP、Python、Java、Rubby、Perl；,精通Unix/Linux操作系统、良好的编码规范；,熟悉MYSQL或其他大型数据库，能够快速根据需求完成高性能数据库设计；,--具有良好的学习能力、沟通能力、服务理念和合作精神；,强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长。,有以下经验者优先：,有具有大数据、运维自动化研发经验的优先；,有运维自动化、监控系统、发布系统、运营支撑系统等开发经验者优先；,有大型分布式系统设计与开发经验者优先。","负责运营支撑平台、运维自动化平台及其组件的设计和开发；,负责优化、改进运维支持系统，并保证其安全高效稳定的运行；,参与运营平台、运维系统的需求分析、设计、编码；,负责开发、完善运维内部系统及辅助系统，提升运维质量及效率；,通过技术手段控制和优化成本，提升资源使用率。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.865509,深圳
1,https://hr.tencent.com/position_detail.php?id=43209&keywords=&tid=0&lid=0,WXG10-321 企业微信商务推广经理（广州-ISV）,"大学本科以上学历， 2年以上ISV商务推广工作经验；,熟悉企业市场，熟悉互联网运营， 有To B领域的产品规划、开发、运营者经验优先考虑；,行业信息敏感度高，有独特的创造性思维，较强的业务规划能力；,拥有较强自驱力，良好沟通能力和跨部门协作能力，注重团队协作。","熟悉多个行业，对行业代表性的场景与方案有经验，并对企业内部的IT系统有了解，能够帮助企业微信找到自身在特定行业中的定位与抓手；,对行业解决方案提供商拓展，招募，管理并持续发展；,将行业解决方案及对应的ISV在企业微信内部推广给渠道和BD，从而助力腰部及以下客户的覆盖与服务；,保持对行业生态的影响，协助公司战略投资部门，布局行业生态。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.833931,广州
1,https://hr.tencent.com/position_detail.php?id=43204&keywords=&tid=0&lid=0,28297-移动游戏组件产品经理,具备3年以上互联网产品经理相关工作经验；熟悉海内外游戏业务，了解移动游戏发行与运营；熟练掌握产品需求分析、设计技巧，对sdk前后台有一定的了解；具备较强的逻辑思维能力、学习创新能力、数据分析能力和语言表达能力；良好的沟通协调技巧和团队合作意识，善于跨部门组织、沟通和协调资源。,"负责移动游戏sdk（含app、H5）产品规划、需求管理、功能及逻辑设计等工作；收集用户、运营、研发、市场等各业务环节相关需求，优化产品功能，提高用户体验；负责sdk产品版本管理。协助开发、测试人员理解和掌握产品需求，对产品方向和易用性负责；跨部门协调和沟通，推动跨团队项目和需求的落地和实现，协调不同团队成员紧密配合，保证产品高效运作，合作团队良好配合。,5、通过业务数据持续跟进，发现产品问题，不断优化成品功能。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.832722,深圳
2,https://hr.tencent.com/position_detail.php?id=43207&keywords=&tid=0&lid=0,CSIG18-移动安全高级工程师,"1、对移动安全方向有浓厚兴趣，对移动安全产品有较深入的理解；,2、3年Android安全开发经验，熟悉C/C++或JAVA开发，有成功的移动安全产品开发经验者更佳；,3、优秀的沟通及表达能力、团队协作能力；,4、有一定的产品和业务sense，有产品经理及相关工作经验者优先；","1、负责SNG产品的安全需求讨论，功能规划；,2、负责SNG移动安全产品的开发工作；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.833351,深圳
1,https://hr.tencent.com/position_detail.php?id=43203&keywords=&tid=0&lid=0,25924-互娱游戏网站运维工程师（上海）,"本科以上学历，计算机类或相关专业；,5年以上互联网行业经验、6年以上的服务器维护经验；,精通Linux、Windows的系统管理，对系统性能有一定的认识；,熟悉Apache、Iptables、Nginx、Mysql、Squid、Ftp、Php的基本配置和维护；,熟悉mysql、sqlserver等数据库应用；,精通shell、perl、python至少一门脚本语言；,熟悉负载均衡、双机热备；,对服务器硬件知识有一定的了解；,有大型网站维护经验者优先；,有较强的抗压能力、沟通能力、推动能力和较好的服务意识。","负责服务器的维护、优化、调试；,负责对大规模服务器的监控部署；,负责网络游戏业务的部署、新版本的发布、服务端的变更；,负责监控网络游戏业务的运行状况，及时处理游戏运行中出现的故障，保障网络游戏服务的正常提供；,负责网络游戏业务的设备预算和带宽预算的申请和滚动；,分析业务发展的趋势，并提前准备所需设备和带宽资源；,负责与游戏运营项目组的日常沟通交流，接受并处理项目组提出的运维需求。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.832129,上海
1,https://hr.tencent.com/position_detail.php?id=43201&keywords=&tid=0&lid=0,22989-腾讯云电销经理管理岗（深圳）,"全日制本科以上学历；,有互联网TOB端产品销售团队管理经验优先；,了解电销过程中客户筛选原则；,具备一定数据分析经验，有数据建模经验优先。","带领团队对公司活动产生的客户数据进行清洗，筛选出有价值的客户；,制定数据清洗团队的KPI指标，通过考核提高团队数据筛选量和准确度；,通过客户数据筛选质量调优数据入口与活动，引流更多客户进入；,配合市场等部门策划客户引流入口。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.831459,深圳
3,https://hr.tencent.com/position_detail.php?id=43258&keywords=&tid=0&lid=0,21229-运营开发工程师（上海）,"本科以上学历，计算机软件或相关专业；, 2年及以上开发工作经验；, 软件知识结构全面，基础扎实，精通常用数据结构与算法；, 熟悉linux操作系统，了解Shell，能熟练使用linux系统下的PHP或C、C++进行编程；, 熟悉MYSQL或其他大型数据库，能够快速根据需求完成高性能数据库设计，有网络系统的开发经验；, 熟悉HTML/JS/CSS等技术，熟悉面向对象开发技术，具有互联网大型Web业务开发经验者优先；, 高度的责任心、出色的技术学习能力，良好的沟通技巧和团队合作精神。","负责游戏在线营销活动、营销系统的开发、运营；, 负责游戏官方网站建设的各类应用的开发、运营；, 负责游戏运营系统及组件的技术攻坚和维护优化。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.830744,上海
1,https://hr.tencent.com/position_detail.php?id=43253&keywords=&tid=0&lid=0,PCG04-资深运营开发工程师（深圳）,具备2年以上开发经验，本科以上学历； 至少精通1门开发语言：Python、C/C++、java； 熟悉Linux开发环境，熟悉MYSQL或其他大型数据库， 有运维自动化、监控系统、发布系统、运营支撑系统等开发经验者优先； 有海量数据处理、数据分析相关开发经验者优先，如 Hadoop、Spark等； 具有良好的学习能力、沟通能力、团队合作意识； 强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长。,负责AI数据中心下运营相关平台系统的设计与开发，负责业务监控告警、自动化运维能力，问题分析诊断及数据运营分析体系的建设； 负责各产品的架构评审优化、容量规划、成本优化等工作。,技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.830151,深圳
1,https://hr.tencent.com/position_detail.php?id=43251&keywords=&tid=0&lid=0,TEG02-数据分析工程师,"要求3年以上从事互联网相关大数据分析挖掘工作，有独立设计数据指标经验；,熟悉运营商骨干网、运营商移动网和数据中心网络者优先；,熟悉数据建模知识、数据挖掘理论，熟练掌握数据分析体系架构、方法；,熟悉掌握常用Shell/Python/Perl等脚本工具，具有大数据分析的开发经验；,熟悉数据库基本原理，熟练运用SQL，熟练操作excel、PPT；,具有良好的数据敏感度，具备较强的逻辑分析和算法研究能力；,具备良好的沟通技巧和presentation表达能力；","对腾讯日常运营故障、质量、容量和日志等进行数据分析和挖掘，打造业内先进的运营分析平台；,通过大数据分析，建立运营模型，预测网络运营事件、运营质量和网络带宽未来趋势，为腾讯运营前瞻性规划提供支撑；,总结运营规律，从海量数据提炼核心结果，发布运营报告，并对分析的潜在问题和风险给出优化建议；,研究业务架构，分析业务特征，指导业务合理使用网络，匹配业务与网络架构契合度；,负责推动相关团队解决数据运营分析中发现的问题；,对行业信息进行搜集和对比，发现自身运营数据的优劣，为优化方向提供决策意见；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.829504,深圳
1,https://hr.tencent.com/position_detail.php?id=43304&keywords=&tid=0&lid=0,WXG10-113 企业微信后台开发工程师（广州）,"本科及以上学历，计算机或相关专业；,2年以上相关工作经验，1年以上互联网业务开发经验或大容量网络服务相关经验者优先；,责任感强、有较强的逻辑思维能力、沟通能力、能够承担工作压力；,负责公共组件和公共服务的业务需求设计与开发； ,负责现有组件服务的优化与重构； ,保障公共服务后台系统的稳定运营。","本科及以上学历，计算机或相关专业； ,2年以上相关工作经验，1年以上互联网业务开发经验或大容量网络服务相关经验者优先； ,责任感强、有较强的逻辑思维能力、沟通能力、能够承担工作压力； ,熟练掌握C、C++语言，熟悉LINUX开发环境，在网络处理、存储架构等海量数据处理方面有专长优先； ,有后台业务开发、维护经验优先； ,熟悉无线互联网服务及应用开发者优先。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.812361,广州
1,https://hr.tencent.com/position_detail.php?id=43302&keywords=&tid=0&lid=0,25928-高级图形开发Leader,"本科以上学历，精通C/C++，具备扎实的数据结构和算法基础，熟悉常用设计模式。,具备计算机图形学知识，熟练掌握3D图形渲染技术，熟悉OpenGL以及Shader开发。,熟练掌握3D游戏引擎架构， 熟悉3D引擎的接口和游戏制作流程。,3年以上3D引擎（Unreal、Unity等）开发经验，一年以上渲染相关开发和优化经验。,深刻理解客户端框架和其他核心模块的实现，有主导过核心模块的开发经验者优先。,熟悉移动端GPU/CPU架构，有移动端渲染开发经验者优先。,责任心强，善于沟通，对游戏前沿技术应用抱有热情。","负责游戏引擎图形相关特性的开发,负责渲染流程和算法的优化，以及相关工具的开发。,负责图形兼容性分析以及疑难问题的分析定位工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.811723,上海
2,https://hr.tencent.com/position_detail.php?id=43239&keywords=&tid=0&lid=0,22989-腾讯云资深运营开发工程师（深圳）,"具备2年以上开发经验，本科以上学历；,至少精通1门开发语言：Python、C/C++、PHP；,熟悉Linux开发环境，熟悉MYSQL或其他大型数据库，熟悉Web开发框架优先；,有运维自动化、监控系统、发布系统、运营支撑系统等开发经验者优先；,有海量数据处理、机器学习相关开发经验者优先，如 Hadoop、Spark等；,具有良好的学习能力、沟通能力、团队合作意识；,强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长。","负责腾讯云基础设施运营平台系统的架构设计和开发，包括监控告警、自动化平台、运营分析、大数据处理集群等系统的开发与维护；,通过运维自动化、智能化的建设，提升腾讯云运维效率与质量；,通过机器学习、海量数据处理等相关技术，支持腾讯云智能化运维及精细化运营",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.828666,深圳
1,https://hr.tencent.com/position_detail.php?id=43301&keywords=&tid=0&lid=0,25928-游戏客户端开发Leader（上海）,"深入了解C++或Javascript编程语言，两种都精通者优先；,优秀的3D数学基础（线性代数、矩阵和向量）；,深入了解主流渲染引擎架构和主流渲染算法（Deferred shading、PBR、SPH lighting、TAA等）；,优秀的3D渲染数据压缩算法基础；,精通任一3D渲染接口使用（WebGL、Direct2D、OpenGL，精通WebGL优先）；,优秀的软件调试和3D渲染调试技术；,熟悉某种3D模型设计软件（3ds Max、Maya、MotionBuilder等）；,熟悉Unity或Unreal引擎为佳；,熟悉任一物理引擎者优先。","设计开发兼容Android、IOS、MAC OS、Windows、Linux等平台常见网页浏览器的WebGL 3D渲染引擎；,优化3D渲染算法和模型渲染数据；,设计实现主流3D文件格式到3D引擎数据格式转换；,实现高品质物理渲染和卡通渲染风格3D管线；,设计通用的用户交互API；,包装开发通用的刚体物理引擎。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.811136,上海
1,https://hr.tencent.com/position_detail.php?id=43284&keywords=&tid=0&lid=0,TEG02-海外网络运营工程师（深圳）,"要求3年以上从事海外运营商工作经历，熟练的英语口语和写作能力，有相关网络技术背景；,熟悉海外运营商骨干网络及运营商的运作机制；,具备规划的视野和思路，熟悉互联网的发展，看到未来关注的重点；,具备较强的项目管理能力和良好的跨团队沟通、协调能力和项目执行力；,具备较强的责任意识，全面分析解决问题的能力。","负责对海外网络的故障处理、运营变更及质量优化，解决各类海外质量问题；,负责腾讯海外网络的规划布局选点，制定容量资源规划，评估机房出口运营商，优化海外网络覆盖；,建立适应海外运作的运营流程体系，对海外运营商进行有效管理和推动，降低故障处理时间，打造高效的海外网络运营机制。包含流量调度、故障处理、调整优化、隐患修复等流程。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.810450,深圳
1,https://hr.tencent.com/position_detail.php?id=43332&keywords=&tid=0&lid=0,14914-传播经理,"1、3-5年工作经验，有拓展及运营经验优先；,2、具备市场分析、策划能力及文案功底，思维逻辑性强；能够熟练撰写相关的新闻稿、发言稿、项目PPT等；,3、跨团队沟通能力强，根据目标统筹规划项目进度，与合作伙伴一起推动实施落地；,4、本科及以上学历，研究生背景尤佳。","1、负责腾讯内外部市场族生态运营及传播，包括内部专家与外部行业专家的拓展、运营和维护工作；,2、根据公司战略方向，制定传播计划，挖掘提升公司口碑有专业价值有传播力的运营玩法；,3、针对传播活动进行相关数据分析，及时反馈、结案、报告汇总等；,4、洞察行业发展趋势，产出符合的传播内容，在市场专业方向上的不断探索，打造成为公司和行业内的创新标杆；",,2018-12-24,tenc_multi_grade,2018-12-24 19:32:23.809609,北京
